title,domestic_gross,foreign_gross
The Huntsman: Winter's War,48400000.0,116600000.0
The Magnificent Seven (2016),93400000.0,68900000.0
Jack Reacher: Never Go Back,58700000.0,103400000.0
Don't Breathe,89200000.0,67900000.0
Ip Man 3,2700000.0,154200000.0
The Accountant,86300000.0,68900000.0
Gods of Egypt,31200000.0,119500000.0
Lights Out,67300000.0,81600000.0
Pete's Dragon (2016),76200000.0,67500000.0
Sausage Party,97700000.0,43000000.0
Lion,51700000.0,88600000.0
Detective Chinatown (Tang ren jie tan an),474000.0,125400000.0
Mechanic: Resurrection,21200000.0,104500000.0
Ride Along 2,91200000.0,33400000.0
Deepwater Horizon,61400000.0,60400000.0
Allied,40100000.0,79400000.0
The Shallows,55100000.0,64000000.0
The Purge: Election Year,79200000.0,39400000.0
Why Him?,60300000.0,57800000.0
Office Christmas Party,54800000.0,59700000.0
How to Be Single,46800000.0,65500000.0
10 Cloverfield Lane,72100000.0,38100000.0
The 5th Wave,34900000.0,75000000.0
Neighbors 2: Sorority Rising,55500000.0,52600000.0
Cold War 2,561000.0,102600000.0
The Little Prince,1300000.0,96200000.0
Dirty Grandpa,35600000.0,58500000.0
Ben-Hur (2016),26400000.0,67700000.0
Money Monster,41000000.0,52300000.0
My Big Fat Greek Wedding 2,59700000.0,29200000.0
Collateral Beauty,31000000.0,57500000.0
Train to Busan,2100000.0,85400000.0
Sultan,6200000.0,81100000.0
War Dogs,43000000.0,43200000.0
Nerve,38600000.0,46700000.0
Ouija: Origin of Evil,35100000.0,46600000.0
Manchester by the Sea,47700000.0,31300000.0
The Boss,63300000.0,15600000.0
Shin Godzilla,1900000.0,76000000.0
Mike and Dave Need Wedding Dates,46000000.0,31100000.0
Boo! A Madea Halloween,73200000.0,1600000.0
Miracles from Heaven,61700000.0,12200000.0
I Am Not Madame Bovary,437000.0,70400000.0
Kubo and the Two Strings,48000000.0,21900000.0
13 Hours: The Secret Soldiers of Benghazi,52900000.0,16600000.0
Moonlight (2016),27900000.0,37200000.0
Fences,57700000.0,6700000.0
The Boy (2016),35800000.0,28400000.0
"Hail, Caesar!",30500000.0,33100000.0
The Nice Guys,36300000.0,26500000.0
L.O.R.D: Legend of Ravaging Dynasties,350000.0,57700000.0
Nine Lives (2016),19700000.0,38100000.0
Zoolander 2,28800000.0,27900000.0
Barbershop: The Next Cut,54000000.0,1000000.0
The Finest Hours,27600000.0,24500000.0
Master,597000.0,51000000.0
Patriots Day,31900000.0,18700000.0
Florence Foster Jenkins,27400000.0,21500000.0
Mother's Day,32500000.0,15900000.0
Luck-Key,467000.0,47700000.0
Yo-kai Watch: The Movie,257000.0,47600000.0
A Monster Calls,3700000.0,43600000.0
Eddie the Eagle,15800000.0,30400000.0
Risen,36900000.0,9200000.0
Blair Witch,20800000.0,24400000.0
Cafe Society,11100000.0,32700000.0
Almost Christmas,42200000.0,422000.0
The Witch,25100000.0,15300000.0
The Wild Life (2016),8000000.0,31500000.0
Criminal (2016),14700000.0,24100000.0
Absolutely Fabulous: The Movie,4800000.0,33100000.0
Hell or High Water,27000000.0,10900000.0
The Forest,26600000.0,11000000.0
Snowden,21600000.0,15700000.0
Billy Lynn's Long Halftime Walk,1700000.0,29200000.0
When the Bough Breaks,29700000.0,911000.0
Nocturnal Animals,10700000.0,19600000.0
Keeping Up with the Joneses,14900000.0,15000000.0
Ae Dil Hai Mushkil,4300000.0,24100000.0
Fan,2300000.0,25900000.0
M.S. Dhoni: The Untold Story,1800000.0,26000000.0
The Light Between Oceans,12500000.0,13400000.0
The Brothers Grimsby,6900000.0,18300000.0
Race (2016),19200000.0,5900000.0
Free State of Jones,20800000.0,4200000.0
A Beautiful Planet,15500000.0,9400000.0
God's Not Dead 2,20800000.0,3700000.0
Silence (2016),7100000.0,16600000.0
Middle School: The Worst Years of My Life,20000000.0,3300000.0
Triple 9,12600000.0,10500000.0
Captain Fantastic,5900000.0,16900000.0
Live By Night,10400000.0,12300000.0
Julieta,1500000.0,21000000.0
Fifty Shades of Black,11700000.0,10500000.0
El Clan,201000.0,20200000.0
The Edge of Seventeen,14400000.0,4400000.0
Regression,55000.0,17600000.0
Neerja,1600000.0,16000000.0
Hardcore Henry,9300000.0,7600000.0
Pride and Prejudice and Zombies,10900000.0,5500000.0
Kapoor & Sons - Since 1921,2600000.0,12800000.0
The Take (2016),50300.0,14800000.0
Sword Master,75500.0,14600000.0
The Other Side of the Door,3000000.0,11300000.0
Sing Street,3200000.0,10400000.0
Shut In,6900000.0,6200000.0
Loving,7800000.0,5200000.0
The Beatles: Eight Days a Week - The Touring Years,2900000.0,9400000.0
The Man Who Knew Infinity,3900000.0,8400000.0
Our Kind of Traitor,3200000.0,7600000.0
The Perfect Match,9700000.0,745000.0
Queen of Katwe,8900000.0,1500000.0
Miss Sloane,3500000.0,5600000.0
Morgan,3900000.0,4900000.0
My King (Mon roi),54100.0,7900000.0
Pele: Birth of a Legend,57000.0,7800000.0
A Bigger Splash,2000000.0,5500000.0
Southside with You,6300000.0,208000.0
Incarnate,4800000.0,1500000.0
Max Steel,3800000.0,2500000.0
Midnight Special,3700000.0,2500000.0
The Duelist,13500.0,6100000.0
The Autopsy of Jane Doe,10500.0,6000000.0
My Best Friend's Wedding (2016),78600.0,5600000.0
Genius,1400000.0,4300000.0
Men & Chicken,30200.0,4600000.0
Indignation,3400000.0,523000.0
Rules Don't Apply,3700000.0,233000.0
Naam Hai Akira,219000.0,3500000.0
Miles Ahead,2600000.0,850000.0
The Program (2016),13100.0,3300000.0
Desierto,2000000.0,1000000.0
Hillsong - Let Hope Rise,2400000.0,255000.0
El Jeremias,650000.0,1900000.0
Equals,33300.0,2100000.0
American Honey,663000.0,1200000.0
A Perfect Day,14000.0,1700000.0
Rustom,1100000.0,571000.0
Ma ma,47300.0,1100000.0
The Monster (2016),12500.0,62200.0
Troublemakers: The Story of Land Art,29500.0,9100.0
Star Wars: The Last Jedi,620200000.0,712400000.0
Beauty and the Beast (2017),504000000.0,759500000.0
The Fate of the Furious,226000000.0,1010.0
Despicable Me 3,264600000.0,770200000.0
Jumanji: Welcome to the Jungle,404500000.0,557600000.0
Spider-Man: Homecoming,334200000.0,546000000.0
Wolf Warrior 2,2700000.0,867600000.0
Guardians of the Galaxy Vol. 2,389800000.0,473900000.0
Thor: Ragnarok,315100000.0,538900000.0
Wonder Woman,412600000.0,409300000.0
Coco,209700000.0,597400000.0
Pirates of the Caribbean: Dead Men Tell No Tales,172600000.0,622300000.0
It,327500000.0,372900000.0
Justice League,229000000.0,428900000.0
Logan (2017),226300000.0,392700000.0
Transformers: The Last Knight,130199999.0,475300000.0
Kong: Skull Island,168100000.0,398600000.0
The Boss Baby,175000000.0,353000000.0
Dunkirk,188000000.0,337200000.0
War for the Planet of the Apes,146900000.0,343800000.0
The Greatest Showman,174300000.0,260700000.0
Kingsman: The Golden Circle,100200000.0,310700000.0
The Mummy (2017),80200000.0,329000000.0
Cars 3,152900000.0,231000000.0
Fifty Shades Darker,114600000.0,267000000.0
Your Name.,5000000.0,353000000.0
Murder on the Orient Express (2017),102800000.0,250000000.0
xXx: The Return of Xander Cage,44900000.0,301200000.0
The Great Wall,45500000.0,289400000.0
Resident Evil: The Final Chapter,26800000.0,285400000.0
The LEGO Batman Movie,175800000.0,136200000.0
Annabelle: Creation,102100000.0,204400000.0
Wonder,132400000.0,173500000.0
Ferdinand,84400000.0,211700000.0
Split,138300000.0,140200000.0
Blade Runner 2049,92100000.0,167200000.0
Get Out,176000000.0,79400000.0
Kung Fu Yoga,363000.0,253800000.0
Baahubali 2: The Conclusion,20200000.0,234000000.0
Journey to the West: The Demons Strike Back,880000.0,245700000.0
Alien: Covenant,74300000.0,166600000.0
Baby Driver,107800000.0,119100000.0
Valerian and the City of a Thousand Planets,41200000.0,184700000.0
Geostorm,33700000.0,187900000.0
The Emoji Movie,86100000.0,131699999.0
A Dog's Purpose,64500000.0,140500000.0
Smurfs: The Lost Village,45000000.0,152200000.0
The Shape of Water,63900000.0,131400000.0
Pitch Perfect 3,104900000.0,80500000.0
Daddy's Home 2,104000000.0,76600000.0
The Post,81900000.0,97900000.0
Baywatch,58100000.0,119800000.0
The Hitman's Bodyguard,75500000.0,101100000.0
John Wick: Chapter Two,92000000.0,79500000.0
Ghost in the Shell (2017),40600000.0,129199999.0
"Three Billboards Outside Ebbing, Missouri",54500000.0,104700000.0
Duckweed,472000.0,150600000.0
Darkest Hour,56500000.0,94400000.0
King Arthur: Legend of the Sword,39200000.0,109500000.0
The Foreigner,34400000.0,111000000.0
Power Rangers (2017),85400000.0,57000000.0
Girls Trip,115200000.0,25400000.0
American Made,51300000.0,83500000.0
A Bad Moms Christmas,72100000.0,58400000.0
Captain Underpants: The First Epic Movie,73900000.0,51600000.0
Happy Death Day,55700000.0,69800000.0
The LEGO Ninjago Movie,59300000.0,63800000.0
The Dark Tower,50700000.0,62500000.0
Buddies in India,293000.0,109300000.0
Leap!,21900000.0,81400000.0
Jigsaw,38100000.0,64900000.0
Railroad Tigers,218000.0,102000000.0
Life (2017),30200000.0,70300000.0
Atomic Blonde,51700000.0,48300000.0
The Shack,57400000.0,39600000.0
Some Like It Hot (Qing Shung),100000.0,95600000.0
Tiger Zinda Hai,5600000.0,81800000.0
Going in Style (2017),45000000.0,39900000.0
Rings,27800000.0,55300000.0
A Taxi Driver,1500000.0,80100000.0
Underworld: Blood Wars,30400000.0,50700000.0
Lady Bird,49000000.0,30000000.0
American Assassin,36200000.0,31000000.0
One Piece Film: Gold,424000.0,65800000.0
Victoria and Abdul,22200000.0,43200000.0
The Nut Job 2: Nutty by Nature,28400000.0,36800000.0
Monster Trucks,33400000.0,31100000.0
The Mountain Between Us,30300000.0,32500000.0
The Star,40900000.0,22000000.0
How to be a Latin Lover,32100000.0,29700000.0
"Everything, Everything",34100000.0,27500000.0
Snatched,45900000.0,15000000.0
My Little Pony: The Movie,21900000.0,38400000.0
Molly's Game,28800000.0,30500000.0
All the Money in the World,25100000.0,31900000.0
The Big Sick,42900000.0,13500000.0
Confidential Assignment,476000.0,55500000.0
Downsizing,24400000.0,30600000.0
"I, Tonya",30000000.0,23900000.0
Logan Lucky,27800000.0,20700000.0
Tyler Perry's Boo 2! A Madea Halloween,47300000.0,1000000.0
Phantom Thread,21200000.0,26600000.0
Rough Night,22100000.0,25200000.0
The Battleship Island,1100000.0,45000000.0
Flatliners (2017),16900000.0,28300000.0
mother!,17800000.0,26700000.0
The Snowman,6700000.0,36400000.0
Gifted,24800000.0,18200000.0
Loving Vincent,6700000.0,35500000.0
Call Me by Your Name,18100000.0,23800000.0
T2: Trainspotting,2400000.0,39300000.0
Fist Fight,32200000.0,8900000.0
Diary of a Wimpy Kid: The Long Haul,20700000.0,19400000.0
The House,25600000.0,8600000.0
Tad the Lost Explorer and the Secret of King Midas,5900.0,34200000.0
Sleepless,20800000.0,12100000.0
The Disaster Artist,21100000.0,8700000.0
The Beguiled (2017),10700000.0,16700000.0
Judwaa 2,1400000.0,25500000.0
CHiPs,18600000.0,8199999.0
The Bye Bye Man,22400000.0,4300000.0
A Cure for Wellness,8100000.0,18500000.0
The Zookeeper's Wife,17600000.0,8600000.0
Only The Brave,18300000.0,7400000.0
Father Figures,17500000.0,8100000.0
Badrinath Ki Dulhania,2000000.0,23200000.0
Born in China,13900000.0,11200000.0
The Founder,12800000.0,11300000.0
Jolly Llb 2,1700000.0,21300000.0
The Glass Castle,17300000.0,4600000.0
Sword Art Online: The Movie - Ordinal Scale,1500000.0,19200000.0
It Comes At Night,14000000.0,5300000.0
The Lost City of Z,8600000.0,10700000.0
Unforgettable (2017),11400000.0,6400000.0
The Case for Christ,14700000.0,3000000.0
Wonder Wheel,1400000.0,14500000.0
Gold,7200000.0,7700000.0
The Space Between Us,7900000.0,6900000.0
A United Kingdom,3900000.0,9900000.0
"Roman J. Israel, Esq.",12000000.0,1100000.0
Mubarakan,759000.0,12100000.0
The Promise (2017),8199999.0,4200000.0
Earth: One Amazing Day,81300.0,11600000.0
My Cousin Rachel,2700000.0,6500000.0
Truman,211000.0,8800000.0
Stronger,4200000.0,4200000.0
Tulip Fever,2500000.0,5900000.0
Viceroy's House,1100000.0,6700000.0
Amityville: The Awakening,700.0,7700000.0
Just Getting Started,6100000.0,1600000.0
Beatriz At Dinner,7100000.0,310000.0
The Red Turtle,922000.0,5700000.0
From the Land of the Moon,47700.0,6500000.0
All Saints,5800000.0,140000.0
Phillauri,468000.0,5000000.0
Ok Jaanu,356000.0,5000000.0
An Inconvenient Sequel: Truth to Power,3500000.0,1900000.0
Table 19,3600000.0,1400000.0
Collide,2300000.0,2500000.0
The Wall,1800000.0,2700000.0
Mark Felt: The Man Who Brought Down the White House,769000.0,3600000.0
Terminator 2: Judgment Day 3D,1000000.0,2900000.0
Brad's Status,2100000.0,1700000.0
Wonderstruck,1100000.0,2200000.0
Raw (2017),515000.0,2600000.0
A Gentleman,410000.0,2500000.0
Inhumans,1500000.0,1300000.0
The Only Living Boy in New York,624000.0,1900000.0
Poster Boys,97000.0,2400000.0
Last Flag Flying,965000.0,904000.0
Human Flow,528000.0,1300000.0
Patti Cake$,800000.0,682000.0
6 Below: Miracle on the Mountain,14800.0,1100000.0
Buena Vista Social Club: Adios,123000.0,578000.0
3 Generations,156000.0,375000.0
Letters from Baghdad,360000.0,143000.0
City of Ghosts,128000.0,100000.0
Avengers: Infinity War,678800000.0,1369.5
Black Panther,700100000.0,646900000.0
Jurassic World: Fallen Kingdom,417700000.0,891800000.0
Incredibles 2,608600000.0,634200000.0
Aquaman,335100000.0,812700000.0
Bohemian Rhapsody,216400000.0,687200000.0
Venom (2018),213500000.0,641500000.0
Mission: Impossible - Fallout,220200000.0,571000000.0
Deadpool 2,318500000.0,460500000.0
Fantastic Beasts: The Crimes of Grindelwald,159600000.0,494100000.0
Ant-Man and the Wasp,216600000.0,406000000.0
Ready Player One,137700000.0,445200000.0
Operation Red Sea,1500000.0,577700000.0
Detective Chinatown 2,2000000.0,542100000.0
The Meg,145400000.0,384800000.0
Ralph Breaks the Internet,201100000.0,328100000.0
Hotel Transylvania 3: Summer Vacation,167500000.0,361100000.0
Dr. Seuss' The Grinch (2018),270600000.0,241000000.0
Bumblebee,127200000.0,340800000.0
A Star is Born (2018),215300000.0,218900000.0
Rampage (2018),101000000.0,327000000.0
Mamma Mia! Here We Go Again,120600000.0,274400000.0
Solo: A Star Wars Story,213800000.0,179200000.0
Spider-Man: Into The Spider-Verse,190200000.0,185300000.0
Fifty Shades Freed,100400000.0,271500000.0
The Nun,117500000.0,248100000.0
Monster Hunt 2,706000.0,361000000.0
Peter Rabbit,115300000.0,236000000.0
Mary Poppins Returns,172000000.0,177600000.0
A Quiet Place,188000000.0,152900000.0
Green Book,85100000.0,234700000.0
Skyscraper,68400000.0,236400000.0
Ocean's 8,140200000.0,157500000.0
Pacific Rim Uprising,59900000.0,231100000.0
Maze Runner: The Death Cure,58000000.0,230200000.0
Tomb Raider,58300000.0,216400000.0
Halloween (2018),159300000.0,96100000.0
Crazy Rich Asians,174500000.0,64000000.0
Paddington 2,40900000.0,186400000.0
Smallfoot,83200000.0,130900000.0
Creed II,115700000.0,98300000.0
Disney's Christopher Robin,99200000.0,98500000.0
The Equalizer 2,102100000.0,88300000.0
The Nutcracker and the Four Realms,54900000.0,119100000.0
The Mule,103800000.0,68700000.0
Insidious: The Last Key,67700000.0,100100000.0
The Predator (2018),51000000.0,109500000.0
Johnny English Strikes Again,4400000.0,154500000.0
Red Sparrow,46900000.0,104700000.0
The First Purge,69500000.0,67500000.0
A Wrinkle in Time,100500000.0,32200000.0
The House With A Clock In Its Walls,68500000.0,62900000.0
Instant Family,67400000.0,53200000.0
The Commuter,36300000.0,83600000.0
Game Night,69200000.0,48500000.0
The Monkey King 3,187000.0,114900000.0
First Man,44900000.0,60800000.0
Night School (2018),77300000.0,25800000.0
Alpha,35900000.0,62300000.0
A Simple Favor,53500000.0,44100000.0
The Favourite,34400000.0,61600000.0
Truth or Dare,41400000.0,53900000.0
I Feel Pretty,48800000.0,45700000.0
Blockers,60300000.0,33700000.0
Goosebumps 2: Haunted Halloween,46700000.0,46600000.0
BlacKkKlansman,49300000.0,44000000.0
Overboard (2018),50300000.0,40900000.0
Sherlock Gnomes,43200000.0,47100000.0
Robin Hood (2018),30800000.0,54000000.0
Mortal Engines,16000000.0,67700000.0
How Long Will I Love U,747000.0,82100000.0
Den of Thieves,44900000.0,35600000.0
Hereditary,44100000.0,35300000.0
Tag,54700000.0,23400000.0
Vice,47800000.0,28200000.0
Widows,42400000.0,33600000.0
Sicario: Day of the Soldado,50100000.0,25800000.0
Searching,26000000.0,49400000.0
The Spy Who Dumped Me,33600000.0,41800000.0
Second Act,39300000.0,33000000.0
Sanju,7900000.0,63600000.0
12 Strong,45800000.0,21600000.0
"Love, Simon",40800000.0,25500000.0
Mile 22,36100000.0,30200000.0
Life of the Party,53100000.0,12800000.0
Isle Of Dogs,32000000.0,32200000.0
Adrift,31400000.0,28500000.0
The 15:17 to Paris,36300000.0,20800000.0
Early Man,8300000.0,46400000.0
Peppermint,35400000.0,18400000.0
Teen Titans Go! To The Movies,29800000.0,22300000.0
Slender Man,30600000.0,21200000.0
Breaking In (2018),46800000.0,4600000.0
Once Upon a Deadpool,6100000.0,44400000.0
The Son of Bigfoot,289000.0,46800000.0
Uncle Drew,42500000.0,4200000.0
Tyler Perry's Acrimony,43500000.0,2900000.0
Mary Queen of Scots,16500000.0,29900000.0
The Possession of Hannah Grace,14800000.0,28200000.0
Overlord,21700000.0,20000000.0
The Darkest Minds,12700000.0,28400000.0
Holmes and Watson,30600000.0,9900000.0
Show Dogs,17900000.0,21300000.0
On the Basis of Sex,24600000.0,13600000.0
Namiya,70800.0,35300000.0
The Girl in the Spider's Web: A New Dragon Tattoo Story,14800000.0,20300000.0
The Hate U Give,29700000.0,5200000.0
Nobody's Fool,31700000.0,1800000.0
Bad Times At The El Royale,17800000.0,14000000.0
Baaghi 2,1300000.0,29900000.0
The Happytime Murders,20700000.0,6800000.0
Midnight Sun,9600000.0,17800000.0
Pad Man,1700000.0,25600000.0
Monster Family,127000.0,26300000.0
White Boy Rick,24000000.0,1900000.0
The Death of Stalin,8000000.0,16600000.0
"Paul, Apostle of Christ",17600000.0,5500000.0
Padmaavat,11800000.0,11100000.0
Proud Mary,20900000.0,876000.0
Superfly,20500000.0,236000.0
If Beale Street Could Talk,14900000.0,5700000.0
Burn the Stage: The Movie,4200000.0,16100000.0
Detective K: Secret of the Living Dead,104000.0,18500000.0
The Wife,9600000.0,8600000.0
Hell Fest,11100000.0,7100000.0
Chappaquiddick,17400000.0,591000.0
The Children Act,548000.0,17000000.0
Beautiful Boy (2018),7600000.0,8700000.0
Tully (2018),9400000.0,6300000.0
Unfriended: Dark Web,8900000.0,6300000.0
Upgrade,12000000.0,2400000.0
Unsane,7700000.0,6600000.0
The Sisters Brothers,3100000.0,10000000.0
Welcome to Marwen,10800000.0,2100000.0
Hotel Artemis,6700000.0,6000000.0
Marrowbone,1400.0,12300000.0
102 Not Out,1300000.0,10900000.0
Boy Erased,6800000.0,5000000.0
Back to Burgundy,258000.0,11400000.0
The Bookshop,1600000.0,9900000.0
Gringo,5000000.0,6000000.0
Golden Slumber,94500.0,10600000.0
Kin,5700000.0,4300000.0
The Big Bad Fox and Other Tales,35800.0,9600000.0
Traffik,9200000.0,336000.0
7 Days in Entebbe,3300000.0,5400000.0
Pope Francis - A Man of His Word,2000000.0,6600000.0
Condorito: La Pelicula,448000.0,8000000.0
Suspiria,2500000.0,5400000.0
Disobedience,3500000.0,4400000.0
Qué León (What A Lion),2600000.0,5200000.0
Life Itself (2018),4099999.0,3700000.0
Beirut,5000000.0,2500000.0
Return of the Hero,37100.0,7300000.0
Soorma,390000.0,6200000.0
Destroyer,1500000.0,4000000.0
Madame,91000.0,5300000.0
Blindspotting,4300000.0,530000.0
Papillon (2018),2300000.0,2200000.0
The Mercy,29500.0,4200000.0
Hichki,330000.0,3900000.0
Don't Worry He Won't Get Far on Foot,1400000.0,2500000.0
A Private War,1600000.0,2200000.0
Gauguin: Voyage to Tahiti,200000.0,3100000.0
The Front Runner,2000000.0,1200000.0
Wildlife,1100000.0,2000000.0
Billionaire Boy's Club,1300.0,2500000.0
Bilal: A New Breed of Hero,491000.0,1700000.0
I Still See You,1400.0,1500000.0
The Catcher Was a Spy,725000.0,229000.0
Time Freak,10000.0,256000.0
Reign of Judges: Title of Liberty - Concept Short,93200.0,5200.0
Antonio Lopez 1970: Sex Fashion & Disco,43200.0,30000.0
